Member Age,Buyer Groups,Company Names,Company Names,Company Follower of,Company Names,Company Category,Company Size,Degrees,degreeClass,Member Schools,Company Growth Rate,Fields of Study,Company Connections,Function By Size,Job Functions,Member Gender,Graduation Year,Member Groups,Company Industries,Member Interests,Interface Locales,interfaceLocale,Member Traits,Profile Locations,Company Revenue,Job Seniorities,Member Skills,Job Titles,Job Titles,Job Titles,Years of Experience
18 to 24,Sales Software; Administrative Support Software; Human Resources Software,Dairy Queen; The Home Depot; Target; iProperties International; Capital Insurance Group,Dairy Queen; The Home Depot; Target; iProperties International; Capital Insurance Group,"University of Nevada, Reno",Dairy Queen; The Home Depot; Target; iProperties International; Capital Insurance Group,,1001-5000 employees,,,"University of Nevada, Reno",3% - 10% company growth,MULTI/INTERDISCIPLINARY STUDIES; Computational Science; Computer Science; COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,,,Customer Success and Support,Male,2024,Hotel Hospitality Workers Group,Hospitality; Accommodation and Food Services,Cloud Computing; Business and Management; Business Technology; Big Data; Computer Networks; IT Infrastructure; Computer Software; Careers and Employment; Data Management; Internet Infrastructure; Computer Programming; Information Technology; Databases; Technology; Enterprise Software; Seasonal and Temporary Jobs; Marketing and Advertising,English,en_US,Windows; Desktop/Laptop Users; 3,"Reno, NV; Greater Reno Area; Washoe County, NV; North America; North America; Nevada, United States; Nevada; NAMER; United States; United States; Reno, Nevada Area",$100M-$1B,Entry,UI Automation; Banquets; Warranty Administration; Interpersonal Skills; Software Architecture; Postman API; Maven; WebDriver; Java; Regression Testing; Flyway; Swagger API; Behavior-Driven Development (BDD); Deliveries; Retail; Communication; Spring Framework; Reservations; Hospitality Industry; Resorts; Test Cases; Application Development; Purchase Orders; Computer Science; Receptionist Duties; SQL; Software; Microsoft Office; Clerical Skills; Databases; SpecFlow; Email; Catering; .NET Framework; General Administration; Stocks; Software Solutions; Concierge Services; Pixel Art; IntelliJ IDEA; Web Testing; Customer Success; Agile Testing; C++; Jenkins; Schedules; Computing; Procedural Programming; Guest Service; Guest Satisfaction; SQL Server Management Studio; Test Automation; Food and Beverage Operations; Guest Relations; Critical Thinking; Spring Boot; Mobile Automation; Administrative Assistance; Programming Languages; Client-Server Model; Executive Administrative Assistance; Room Service; JavaScript Frameworks; Data Entry; ASP.NET Razor; Commerce; API Testing; Visual Studio; GUI test automation; Software Testing; Angular CLI; Special Events Coordination; Food Safety; Programming; Integrated Development Environments; Guest Experience; Representational State Transfer (REST); Selenium Testing; Computer Engineering; Git; Computer Literacy; Integration Testing; Gaming; Pycharm; Assistants; C#; Engineering; Supply Chain Management; Customer Service; T-SQL Stored Procedures; Software Development; Operating Systems; Data Structures; Time Management; Selenium; Travel and Tourism; Organization Skills; Manual Testing; Robot Framework; Administration; RESTful WebServices; Customer Satisfaction; Luxury Goods Sales; Guest Services; C (Programming Language); Food Service; Cucumber,Software Engineer; Food Service Worker; Supply Chain Specialist; Engineer; Assistant; Associate; Supply Chain Associate; Administrative Assistance Specialist; Administrative Assistant; Software Development Specialist; Food and Beverage Specialist; Delivery Specialist; Software Engineer Intern,Software Engineer; Food Service Worker; Supply Chain Specialist; Engineer; Assistant; Associate; Supply Chain Associate; Administrative Assistance Specialist; Administrative Assistant; Software Development Specialist; Food and Beverage Specialist; Delivery Specialist; Software Engineer Intern,Software Engineer; Food Service Worker; Supply Chain Specialist; Engineer; Assistant; Associate; Supply Chain Associate; Administrative Assistance Specialist; Administrative Assistant; Software Development Specialist; Food and Beverage Specialist; Delivery Specialist; Software Engineer Intern,5 years
