Title,Description,Url,Started On,Finished On
Remind Me!,"'Remind Me!' is an application for Windows that is a pixel-stylized To-Do list. As a user, you can create a new task and set a Due Date & Time. 'Remind Me!' has the option to edit, view, and delete tasks; additionally, there is an option to have a sound play when a due date for a created task is approaching. 'Remind Me!' is meant to be an application that runs as a background process and can be brought back to the foreground via the Notification Area.",https://github.com/Africk-Hunter/RemindMe,Feb 2022,
