Creation Time,Marketplace Type,ProFinder Service Category,Top Level Service Category,Secondary Service Category,Use Profile Location,Available to Work Remotely,Status
Tue Oct 19 03:51:09 UTC 2021,SERVICE_MARKETPLACE,,,"Public Speaking, Content Marketing, Marketing Consulting, Ghostwriting, Content Strategy, Nonprofit Consulting",true,true,ACTIVE
